科类,年份,分数,最低位次,最高位次,同分人数
理科,2023,452,67964,68660,697
理科,2023,451,68661,69302,642
理科,2023,450,69303,69971,669
理科,2023,449,69972,70627,656
理科,2023,448,70628,71336,709
理科,2023,447,71337,72049,713
理科,2023,446,72050,72737,688
理科,2023,445,72738,73491,754
理科,2023,444,73492,74165,674
理科,2023,443,74166,74898,733
理科,2023,442,74899,75601,703
理科,2023,441,75602,76307,706
理科,2023,440,76308,77011,704
理科,2023,439,77012,77716,705
理科,2023,438,77717,78485,769
理科,2023,437,78486,79200,715
理科,2023,436,79201,79936,736
理科,2023,435,79937,80651,715
理科,2023,434,80652,81358,707
理科,2023,433,81359,82064,706
理科,2023,432,82065,82792,728
理科,2023,431,82793,83527,735
理科,2023,430,83528,84255,728
理科,2023,429,84256,84994,739
理科,2023,428,84995,85701,707
理科,2023,427,85702,86408,707
理科,2023,426,86409,87164,756
理科,2023,425,87165,87894,730
理科,2023,424,87895,88577,683
理科,2023,423,88578,89338,761
理科,2023,422,89339,90070,732
理科,2023,421,90071,90796,726
理科,2023,420,90797,91495,699
理科,2023,419,91496,92300,805
理科,2023,418,92301,93028,728
理科,2023,417,93029,93770,742
理科,2023,416,93771,94569,799
理科,2023,415,94570,95323,754
理科,2023,414,95324,96022,699
理科,2023,413,96023,96782,760
理科,2023,412,96783,97530,748
理科,2023,411,97531,98275,745
理科,2023,410,98276,99013,738
理科,2023,409,99014,99725,712
理科,2023,408,99726,100431,706
理科,2023,407,100432,101137,706
理科,2023,406,101138,101891,754
理科,2023,405,101892,102609,718
理科,2023,404,102610,103309,700
理科,2023,403,103310,104043,734
理科,2023,402,104044,104758,715
理科,2023,401,104759,105504,746
理科,2023,400,105505,106213,709
理科,2023,399,106214,106976,763
理科,2023,398,106977,107728,752
理科,2023,397,107729,108435,707
理科,2023,396,108436,109192,757
理科,2023,395,109193,109882,690
理科,2023,394,109883,110562,680
理科,2023,393,110563,111241,679
理科,2023,392,111242,111939,698
理科,2023,391,111940,112643,704
理科,2023,390,112644,113286,643
理科,2023,389,113287,113984,698
理科,2023,388,113985,114642,658
理科,2023,387,114643,115290,648
理科,2023,386,115291,115944,654
理科,2023,385,115945,116581,637
理科,2023,384,116582,117269,688
理科,2023,383,117270,117962,693
理科,2023,382,117963,118619,657
理科,2023,381,118620,119281,662
理科,2023,380,119282,119964,683
理科,2023,379,119965,120608,644
理科,2023,378,120609,121268,660
理科,2023,377,121269,121893,625
理科,2023,376,121894,122521,628
理科,2023,375,122522,123129,608
理科,2023,374,123130,123819,690
理科,2023,373,123820,124465,646
理科,2023,372,124466,125140,675
理科,2023,371,125141,125734,594
理科,2023,370,125735,126324,590
理科,2023,369,126325,126979,655
理科,2023,368,126980,127554,575
理科,2023,367,127555,128161,607
理科,2023,366,128162,128749,588
理科,2023,365,128750,129398,649
理科,2023,364,129399,130014,616
理科,2023,363,130015,130634,620
理科,2023,362,130635,131224,590
理科,2023,361,131225,131776,552
理科,2023,360,131777,132330,554
理科,2023,359,132331,132915,585
理科,2023,358,132916,133506,591
理科,2023,357,133507,134080,574
理科,2023,356,134081,134675,595
理科,2023,355,134676,135200,525
理科,2023,354,135201,135748,548
理科,2023,353,135749,136292,544
理科,2023,352,136293,136854,562
理科,2023,351,136855,137417,563
理科,2023,350,137418,137932,515
理科,2023,349,137933,138450,518
理科,2023,348,138451,139011,561
理科,2023,347,139012,139548,537
理科,2023,346,139549,140073,525
理科,2023,345,140074,140601,528
理科,2023,344,140602,141122,521
理科,2023,343,141123,141617,495
理科,2023,342,141618,142093,476
理科,2023,341,142094,142585,492
理科,2023,340,142586,143075,490
理科,2023,339,143076,143561,486
理科,2023,338,143562,144049,488
理科,2023,337,144050,144533,484
理科,2023,336,144534,145004,471
理科,2023,335,145005,145487,483
理科,2023,334,145488,145970,483
理科,2023,333,145971,146423,453
理科,2023,332,146424,146886,463
理科,2023,331,146887,147334,448
理科,2023,330,147335,147770,436
理科,2023,329,147771,148232,462
理科,2023,328,148233,148656,424
理科,2023,327,148657,149050,394
理科,2023,326,149051,149446,396
理科,2023,325,149447,149848,402
理科,2023,324,149849,150262,414
理科,2023,323,150263,150679,417
理科,2023,322,150680,151080,401
理科,2023,321,151081,151470,390
理科,2023,320,151471,151898,428
理科,2023,319,151899,152292,394
理科,2023,318,152293,152681,389
理科,2023,317,152682,153048,367
理科,2023,316,153049,153398,350
理科,2023,315,153399,153744,346
理科,2023,314,153745,154118,374
理科,2023,313,154119,154461,343
理科,2023,312,154462,154828,367
理科,2023,311,154829,155157,329
理科,2023,310,155158,155458,301
理科,2023,309,155459,155796,338
理科,2023,308,155797,156082,286
理科,2023,307,156083,156410,328
理科,2023,306,156411,156721,311
理科,2023,305,156722,157041,320
理科,2023,304,157042,157323,282
理科,2023,303,157324,157641,318
理科,2023,302,157642,157941,300
理科,2023,301,157942,158274,333
理科,2023,300,158275,158571,297
理科,2023,299,158572,158876,305
理科,2023,298,158877,159145,269
理科,2023,297,159146,159454,309
理科,2023,296,159455,159759,305
理科,2023,295,159760,160058,299
理科,2023,294,160059,160314,256
理科,2023,293,160315,160589,275
理科,2023,292,160590,160829,240
理科,2023,291,160830,161090,261
理科,2023,290,161091,161347,257
理科,2023,289,161348,161588,241
理科,2023,288,161589,161823,235
理科,2023,287,161824,162097,274
理科,2023,286,162098,162325,228
理科,2023,285,162326,162552,227
理科,2023,284,162553,162786,234
理科,2023,283,162787,162998,212
理科,2023,282,162999,163229,231
理科,2023,281,163230,163461,232
理科,2023,280,163462,163687,226
理科,2023,279,163688,163890,203
理科,2023,278,163891,164083,193
理科,2023,277,164084,164273,190
理科,2023,276,164274,164475,202
理科,2023,275,164476,164655,180
理科,2023,274,164656,164827,172
理科,2023,273,164828,165029,202
理科,2023,272,165030,165220,191
理科,2023,271,165221,165392,172
理科,2023,270,165393,165546,154
理科,2023,269,165547,165743,197
理科,2023,268,165744,165900,157
理科,2023,267,165901,166031,131
理科,2023,266,166032,166184,153
理科,2023,265,166185,166346,162
理科,2023,264,166347,166490,144
理科,2023,263,166491,166641,151
理科,2023,262,166642,166788,147
理科,2023,261,166789,166922,134
理科,2023,260,166923,167065,143
理科,2023,259,167066,167192,127
理科,2023,258,167193,167350,158
理科,2023,257,167351,167462,112
理科,2023,256,167463,167595,133
理科,2023,255,167596,167724,129
理科,2023,254,167725,167841,117
理科,2023,253,167842,167974,133
理科,2023,252,167975,168088,114
理科,2023,251,168089,168208,120
理科,2023,250,168209,168327,119
理科,2023,249,168328,168426,99
理科,2023,248,168427,168532,106
理科,2023,247,168533,168640,108
理科,2023,246,168641,168744,104
理科,2023,245,168745,168838,94
理科,2023,244,168839,168928,90
理科,2023,243,168929,169008,80
理科,2023,242,169009,169086,78
理科,2023,241,169087,169164,78
理科,2023,240,169165,169250,86
理科,2023,239,169251,169326,76
理科,2023,238,169327,169399,73
理科,2023,237,169400,169471,72
理科,2023,236,169472,169533,62
理科,2023,235,169534,169619,86
理科,2023,234,169620,169694,75
理科,2023,233,169695,169766,72
理科,2023,232,169767,169827,61
理科,2023,231,169828,169889,62
理科,2023,230,169890,169943,54
理科,2023,229,169944,169997,54
理科,2023,228,169998,170067,70
理科,2023,227,170068,170120,53
理科,2023,226,170121,170164,44
理科,2023,225,170165,170220,56
理科,2023,224,170221,170255,35
理科,2023,223,170256,170306,51
理科,2023,222,170307,170368,62
理科,2023,221,170369,170419,51
理科,2023,220,170420,170458,39
理科,2023,219,170459,170498,40
理科,2023,218,170499,170530,32
理科,2023,217,170531,170567,37
理科,2023,216,170568,170593,26
理科,2023,215,170594,170627,34
理科,2023,214,170628,170652,25
理科,2023,213,170653,170679,27
理科,2023,212,170680,170702,23
理科,2023,211,170703,170724,22
理科,2023,210,170725,170752,28
理科,2023,209,170753,170779,27
理科,2023,208,170780,170796,17
理科,2023,207,170797,170825,29
理科,2023,206,170826,170852,27
理科,2023,205,170853,170866,14
理科,2023,204,170867,170893,27
理科,2023,203,170894,170911,18
理科,2023,202,170912,170935,24
理科,2022,700,1,55,55
理科,2022,699,56,59,4
理科,2022,698,59,59,0
理科,2022,697,60,66,7
理科,2022,696,67,68,2
理科,2022,695,69,74,6
理科,2022,694,75,82,8
理科,2022,693,83,88,6
理科,2022,692,89,101,13
理科,2022,691,102,116,15
理科,2022,690,117,125,9
理科,2022,689,126,138,13
理科,2022,688,139,144,6
理科,2022,687,145,160,16
理科,2022,686,161,168,8
理科,2022,685,169,182,14
理科,2022,684,183,197,15
理科,2022,683,198,217,20
理科,2022,682,218,233,16
理科,2022,681,234,252,19
理科,2022,680,253,272,20
理科,2022,679,273,289,17
理科,2022,678,290,310,21
理科,2022,677,311,332,22
理科,2022,676,333,357,25
理科,2022,675,358,382,25
理科,2022,674,383,406,24
理科,2022,673,407,438,32
理科,2022,672,439,465,27
理科,2022,671,466,498,33
理科,2022,670,499,525,27
理科,2022,669,526,569,44
理科,2022,668,570,598,29
理科,2022,667,599,638,40
理科,2022,666,639,667,29
理科,2022,665,668,699,32
理科,2022,664,700,740,41
理科,2022,663,741,780,40
理科,2022,662,781,824,44
理科,2022,661,825,869,45
理科,2022,660,870,912,43
理科,2022,659,913,953,41
理科,2022,658,954,1003,50
理科,2022,657,1004,1044,41
理科,2022,656,1045,1087,43
理科,2022,655,1088,1137,50
理科,2022,654,1138,1197,60
理科,2022,653,1198,1255,58
理科,2022,652,1256,1324,69
理科,2022,651,1325,1395,71
理科,2022,650,1396,1459,64
理科,2022,649,1460,1540,81
理科,2022,648,1541,1612,72
理科,2022,647,1613,1684,72
理科,2022,646,1685,1753,69
理科,2022,645,1754,1824,71
理科,2022,644,1825,1908,84
理科,2022,643,1909,1976,68
理科,2022,642,1977,2065,89
理科,2022,641,2066,2155,90
理科,2022,640,2156,2251,96
理科,2022,639,2252,2359,108
理科,2022,638,2360,2456,97
理科,2022,637,2457,2552,96
理科,2022,636,2553,2637,85
理科,2022,635,2638,2740,103
理科,2022,634,2741,2847,107
理科,2022,633,2848,2965,118
理科,2022,632,2966,3074,109
理科,2022,631,3075,3195,121
理科,2022,630,3196,3313,118
理科,2022,629,3314,3448,135
理科,2022,628,3449,3573,125
理科,2022,627,3574,3689,116
理科,2022,626,3690,3830,141
理科,2022,625,3831,3967,137
理科,2022,624,3968,4130,163
理科,2022,623,4131,4244,114
理科,2022,622,4245,4389,145
理科,2022,621,4390,4542,153
理科,2022,620,4543,4706,164
理科,2022,619,4707,4885,179
理科,2022,618,4886,5066,181
理科,2022,617,5067,5231,165
理科,2022,616,5232,5400,169
理科,2022,615,5401,5561,161
理科,2022,614,5562,5756,195
理科,2022,613,5757,5915,159
理科,2022,612,5916,6082,167
理科,2022,611,6083,6262,180
理科,2022,610,6263,6447,185
理科,2022,609,6448,6629,182
理科,2022,608,6630,6827,198
理科,2022,607,6828,7000,173
理科,2022,606,7001,7211,211
理科,2022,605,7212,7397,186
理科,2022,604,7398,7592,195
理科,2022,603,7593,7815,223
理科,2022,602,7816,8016,201
理科,2022,601,8017,8212,196
理科,2022,600,8213,8432,220
理科,2022,599,8433,8666,234
理科,2022,598,8667,8874,208
理科,2022,597,8875,9104,230
理科,2022,596,9105,9316,212
理科,2022,595,9317,9542,226
理科,2022,594,9543,9801,259
理科,2022,593,9802,10060,259
理科,2022,592,10061,10293,233
理科,2022,591,10294,10531,238
理科,2022,590,10532,10799,268
理科,2022,589,10800,11064,265
理科,2022,588,11065,11338,274
理科,2022,587,11339,11602,264
理科,2022,586,11603,11877,275
理科,2022,585,11878,12155,278
理科,2022,584,12156,12411,256
理科,2022,583,12412,12683,272
理科,2022,582,12684,12953,270
理科,2022,581,12954,13224,271
理科,2022,580,13225,13491,267
理科,2022,579,13492,13780,289
理科,2022,578,13781,14096,316
理科,2022,577,14097,14388,292
理科,2022,576,14389,14677,289
理科,2022,575,14678,14999,322
理科,2022,574,15000,15259,260
理科,2022,573,15260,15582,323
理科,2022,572,15583,15873,291
理科,2022,571,15874,16215,342
理科,2022,570,16216,16537,322
理科,2022,569,16538,16885,348
理科,2022,568,16886,17149,264
理科,2022,567,17150,17501,352
理科,2022,566,17502,17837,336
理科,2022,565,17838,18167,330
理科,2022,564,18168,18514,347
理科,2022,563,18515,18874,360
理科,2022,562,18875,19239,365
理科,2022,561,19240,19590,351
理科,2022,560,19591,19950,360
理科,2022,559,19951,20320,370
理科,2022,558,20321,20686,366
理科,2022,557,20687,21035,349
理科,2022,556,21036,21379,344
理科,2022,555,21380,21790,411
理科,2022,554,21791,22175,385
理科,2022,553,22176,22551,376
理科,2022,552,22552,22959,408
理科,2022,551,22960,23365,406
理科,2022,550,23366,23708,343
理科,2022,549,23709,24145,437
理科,2022,548,24146,24564,419
理科,2022,547,24565,25011,447
理科,2022,546,25012,25401,390
理科,2022,545,25402,25784,383
理科,2022,544,25785,26251,467
理科,2022,543,26252,26662,411
理科,2022,542,26663,27070,408
理科,2022,541,27071,27520,450
理科,2022,540,27521,27974,454
理科,2022,539,27975,28431,457
理科,2022,538,28432,28877,446
理科,2022,537,28878,29345,468
理科,2022,536,29346,29778,433
理科,2022,535,29779,30222,444
理科,2022,534,30223,30665,443
理科,2022,533,30666,31166,501
理科,2022,532,31167,31648,482
理科,2022,531,31649,32155,507
理科,2022,530,32156,32628,473
理科,2022,529,32629,33142,514
理科,2022,528,33143,33617,475
理科,2022,527,33618,34079,462
理科,2022,526,34080,34576,497
理科,2022,525,34577,35127,551
理科,2022,524,35128,35609,482
理科,2022,523,35610,36093,484
理科,2022,522,36094,36601,508
理科,2022,521,36602,37151,550
理科,2022,520,37152,37688,537
理科,2022,519,37689,38215,527
理科,2022,518,38216,38729,514
理科,2022,517,38730,39191,462
理科,2022,516,39192,39719,528
理科,2022,515,39720,40213,494
理科,2022,514,40214,40796,583
理科,2022,513,40797,41346,550
理科,2022,512,41347,41861,515
理科,2022,511,41862,42380,519
理科,2022,510,42381,42943,563
理科,2022,509,42944,43506,563
理科,2022,508,43507,44020,514
理科,2022,507,44021,44555,535
理科,2022,506,44556,45101,546
理科,2022,505,45102,45679,578
理科,2022,504,45680,46243,564
理科,2022,503,46244,46816,573
理科,2022,502,46817,47404,588
理科,2022,501,47405,48039,635
理科,2022,500,48040,48672,633
理科,2022,499,48673,49285,613
理科,2022,498,49286,49918,633
理科,2022,497,49919,50492,574
理科,2022,496,50493,51102,610
理科,2022,495,51103,51708,606
理科,2022,494,51709,52281,573
理科,2022,493,52282,52910,629
理科,2022,492,52911,53526,616
理科,2022,491,53527,54150,624
理科,2022,490,54151,54791,641
理科,2022,489,54792,55487,696
理科,2022,488,55488,56127,640
理科,2022,487,56128,56755,628
理科,2022,486,56756,57351,596
理科,2022,485,57352,58044,693
理科,2022,484,58045,58686,642
理科,2022,483,58687,59363,677
理科,2022,482,59364,60033,670
理科,2022,481,60034,60696,663
理科,2022,480,60697,61369,673
理科,2022,479,61370,62041,672
理科,2022,478,62042,62725,684
理科,2022,477,62726,63414,689
理科,2022,476,63415,64081,667
理科,2022,475,64082,64766,685
理科,2022,474,64767,65423,657
理科,2022,473,65424,66106,683
理科,2022,472,66107,66795,689
理科,2022,471,66796,67573,778
理科,2022,470,67574,68283,710
理科,2022,469,68284,69010,727
理科,2022,468,69011,69734,724
理科,2022,467,69735,70487,753
理科,2022,466,70488,71212,725
理科,2022,465,71213,71918,706
理科,2022,464,71919,72645,727
理科,2022,463,72646,73391,746
理科,2022,462,73392,74195,804
理科,2022,461,74196,74909,714
理科,2022,460,74910,75636,727
理科,2022,459,75637,76350,714
理科,2022,458,76351,77064,714
理科,2022,457,77065,77824,760
理科,2022,456,77825,78553,729
理科,2022,455,78554,79255,702
理科,2022,454,79256,79987,732
理科,2022,453,79988,80760,773
理科,2022,452,80761,81473,713
理科,2022,451,81474,82215,742
理科,2022,450,82216,82957,742
理科,2022,449,82958,83723,766
理科,2022,448,83724,84444,721
理科,2022,447,84445,85160,716
理科,2022,446,85161,85914,754
理科,2022,445,85915,86627,713
理科,2022,444,86628,87348,721
理科,2022,443,87349,88083,735
理科,2022,442,88084,88835,752
理科,2022,441,88836,89628,793
理科,2022,440,89629,90328,700
理科,2022,439,90329,91074,746
理科,2022,438,91075,91792,718
理科,2022,437,91793,92516,724
理科,2022,436,92517,93244,728
理科,2022,435,93245,93926,682
理科,2022,434,93927,94683,757
理科,2022,433,94684,95372,689
理科,2022,432,95373,96054,682
理科,2022,431,96055,96735,681
理科,2022,430,96736,97472,737
理科,2022,429,97473,98183,711
理科,2022,428,98184,98913,730
理科,2022,427,98914,99626,713
理科,2022,426,99627,100328,702
理科,2022,425,100329,101031,703
理科,2022,424,101032,101715,684
理科,2022,423,101716,102418,703
理科,2022,422,102419,103134,716
理科,2022,421,103135,103914,780
理科,2022,420,103915,104595,681
理科,2022,419,104596,105274,679
理科,2022,418,105275,106024,750
理科,2022,417,106025,106692,668
理科,2022,416,106693,107337,645
理科,2022,415,107338,107996,659
理科,2022,414,107997,108675,679
理科,2022,413,108676,109373,698
理科,2022,412,109374,110043,670
理科,2022,411,110044,110733,690
理科,2022,410,110734,111390,657
理科,2022,409,111391,112086,696
理科,2022,408,112087,112751,665
理科,2022,407,112752,113402,651
理科,2022,406,113403,114068,666
理科,2022,405,114069,114733,665
理科,2022,404,114734,115358,625
理科,2022,403,115359,116023,665
理科,2022,402,116024,116643,620
理科,2022,401,116644,117251,608
理科,2022,400,117252,117902,651
理科,2022,399,117903,118557,655
理科,2022,398,118558,119200,643
理科,2022,397,119201,119837,637
理科,2022,396,119838,120430,593
理科,2022,395,120431,121053,623
理科,2022,394,121054,121663,610
理科,2022,393,121664,122267,604
理科,2022,392,122268,122869,602
理科,2022,391,122870,123415,546
理科,2022,390,123416,124014,599
理科,2022,389,124015,124609,595
理科,2022,388,124610,125169,560
理科,2022,387,125170,125766,597
理科,2022,386,125767,126342,576
理科,2022,385,126343,126928,586
理科,2022,384,126929,127543,615
理科,2022,383,127544,128158,615
理科,2022,382,128159,128707,549
理科,2022,381,128708,129273,566
理科,2022,380,129274,129801,528
理科,2022,379,129802,130368,567
理科,2022,378,130369,130947,579
理科,2022,377,130948,131516,569
理科,2022,376,131517,132089,573
理科,2022,375,132090,132667,578
理科,2022,374,132668,133229,562
理科,2022,373,133230,133780,551
理科,2022,372,133781,134334,554
理科,2022,371,134335,134846,512
理科,2022,370,134847,135367,521
理科,2022,369,135368,135833,466
理科,2022,368,135834,136310,477
理科,2022,367,136311,136783,473
理科,2022,366,136784,137306,523
理科,2022,365,137307,137811,505
理科,2022,364,137812,138281,470
理科,2022,363,138282,138756,475
理科,2022,362,138757,139257,501
理科,2022,361,139258,139765,508
理科,2022,360,139766,140242,477
理科,2022,359,140243,140706,464
理科,2022,358,140707,141215,509
理科,2022,357,141216,141658,443
理科,2022,356,141659,142105,447
理科,2022,355,142106,142541,436
理科,2022,354,142542,142994,453
理科,2022,353,142995,143428,434
理科,2022,352,143429,143822,394
理科,2022,351,143823,144265,443
理科,2022,350,144266,144665,400
理科,2022,349,144666,145095,430
理科,2022,348,145096,145580,485
理科,2022,347,145581,146002,422
理科,2022,346,146003,146439,437
理科,2022,345,146440,146861,422
理科,2022,344,146862,147259,398
理科,2022,343,147260,147673,414
理科,2022,342,147674,148071,398
理科,2022,341,148072,148434,363
理科,2022,340,148435,148838,404
理科,2022,339,148839,149223,385
理科,2022,338,149224,149614,391
理科,2022,337,149615,150022,408
理科,2022,336,150023,150436,414
理科,2022,335,150437,150802,366
理科,2022,334,150803,151183,381
理科,2022,333,151184,151527,344
理科,2022,332,151528,151893,366
理科,2022,331,151894,152251,358
理科,2022,330,152252,152601,350
理科,2022,329,152602,152920,319
理科,2022,328,152921,153282,362
理科,2022,327,153283,153642,360
理科,2022,326,153643,153976,334
理科,2022,325,153977,154316,340
理科,2022,324,154317,154615,299
理科,2022,323,154616,154966,351
理科,2022,322,154967,155278,312
理科,2022,321,155279,155585,307
理科,2022,320,155586,155918,333
理科,2022,319,155919,156253,335
理科,2022,318,156254,156539,286
理科,2022,317,156540,156869,330
理科,2022,316,156870,157181,312
理科,2022,315,157182,157478,297
理科,2022,314,157479,157752,274
理科,2022,313,157753,158062,310
理科,2022,312,158063,158389,327
理科,2022,311,158390,158688,299
理科,2022,310,158689,158978,290
理科,2022,309,158979,159263,285
理科,2022,308,159264,159567,304
理科,2022,307,159568,159845,278
理科,2022,306,159846,160091,246
理科,2022,305,160092,160359,268
理科,2022,304,160360,160607,248
理科,2022,303,160608,160886,279
理科,2022,302,160887,161117,231
理科,2022,301,161118,161377,260
理科,2022,300,161378,161610,233
理科,2022,299,161611,161835,225
理科,2022,298,161836,162063,228
理科,2022,297,162064,162302,239
理科,2022,296,162303,162561,259
理科,2022,295,162562,162778,217
理科,2022,294,162779,163015,237
理科,2022,293,163016,163237,222
理科,2022,292,163238,163462,225
理科,2022,291,163463,163675,213
理科,2022,290,163676,163917,242
理科,2022,289,163918,164135,218
理科,2022,288,164136,164332,197
理科,2022,287,164333,164552,220
理科,2022,286,164553,164757,205
理科,2022,285,164758,164975,218
理科,2022,284,164976,165159,184
理科,2022,283,165160,165360,201
理科,2022,282,165361,165554,194
理科,2022,281,165555,165742,188
理科,2022,280,165743,165935,193
理科,2022,279,165936,166144,209
理科,2022,278,166145,166316,172
理科,2022,277,166317,166505,189
理科,2022,276,166506,166655,150
理科,2022,275,166656,166843,188
理科,2022,274,166844,167025,182
理科,2022,273,167026,167199,174
理科,2022,272,167200,167354,155
理科,2022,271,167355,167498,144
理科,2022,270,167499,167643,145
理科,2022,269,167644,167802,159
理科,2022,268,167803,167944,142
理科,2022,267,167945,168092,148
理科,2022,266,168093,168222,130
理科,2022,265,168223,168361,139
理科,2022,264,168362,168522,161
理科,2022,263,168523,168651,129
理科,2022,262,168652,168794,143
理科,2022,261,168795,168920,126
理科,2022,260,168921,169053,133
理科,2022,259,169054,169188,135
理科,2022,258,169189,169300,112
理科,2022,257,169301,169438,138
理科,2022,256,169439,169579,141
理科,2022,255,169580,169685,106
理科,2022,254,169686,169791,106
理科,2022,253,169792,169917,126
理科,2022,252,169918,170023,106
理科,2022,251,170024,170125,102
理科,2022,250,170126,170228,103
理科,2022,249,170229,170343,115
理科,2022,248,170344,170455,112
理科,2022,247,170456,170542,87
理科,2022,246,170543,170641,99
理科,2022,245,170642,170733,92
理科,2022,244,170734,170808,75
理科,2022,243,170809,170877,69
理科,2022,242,170878,170958,81
理科,2022,241,170959,171026,68
理科,2022,240,171027,171103,77
理科,2022,239,171104,171190,87
理科,2022,238,171191,171268,78
理科,2022,237,171269,171340,72
理科,2022,236,171341,171421,81
理科,2022,235,171422,171479,58
理科,2022,234,171480,171539,60
理科,2022,233,171540,171608,69
理科,2022,232,171609,171668,60
理科,2022,231,171669,171736,68
理科,2022,230,171737,171794,58
理科,2022,229,171795,171851,57
理科,2022,228,171852,171900,49
理科,2022,227,171901,171949,49
理科,2022,226,171950,172009,60
理科,2022,225,172010,172067,58
理科,2022,224,172068,172126,59
理科,2022,223,172127,172178,52
理科,2022,222,172179,172219,41
理科,2022,221,172220,172267,48
理科,2022,220,172268,172305,38
理科,2022,219,172306,172346,41
理科,2022,218,172347,172398,52
理科,2022,217,172399,172437,39
理科,2022,216,172438,172468,31
理科,2022,215,172469,172514,46
理科,2022,214,172515,172550,36
理科,2022,213,172551,172581,31
理科,2022,212,172582,172610,29
理科,2022,211,172611,172636,26
理科,2022,210,172637,172657,21
理科,2022,209,172658,172694,37
理科,2022,208,172695,172732,38
理科,2022,207,172733,172761,29
理科,2022,206,172762,172793,32
理科,2022,205,172794,172822,29
理科,2022,204,172823,172843,21
理科,2022,203,172844,172867,24
理科,2022,202,172868,172886,19
理科,2022,201,172887,172903,17
理科,2022,200,172904,172919,16
理科,2022,190,172920,173070,151
理科,2022,180,173071,173169,99
理科,2022,170,173170,173214,45
理科,2022,160,173215,173258,44
理科,2022,150,173259,173280,22
理科,2022,140,173281,173299,19
理科,2022,130,173300,173315,16
理科,2022,120,173316,173323,8
理科,2022,110,173324,173335,12
理科,2022,100,173336,173341,6
理科,2021,693,1,55,55
理科,2021,692,56,59,4
理科,2021,691,60,63,4
理科,2021,690,64,64,1
理科,2021,689,65,68,4
理科,2021,688,69,70,2
理科,2021,687,71,76,6
理科,2021,686,77,85,9
理科,2021,685,86,96,11
理科,2021,684,97,105,9
理科,2021,683,106,112,7
理科,2021,682,113,126,14
理科,2021,681,127,138,12
理科,2021,680,139,150,12
理科,2021,679,151,163,13
理科,2021,678,164,180,17
理科,2021,677,181,197,17
理科,2021,676,198,218,21
理科,2021,675,219,230,12
理科,2021,674,231,246,16
理科,2021,673,247,263,17
理科,2021,672,264,276,13
理科,2021,671,277,289,13
理科,2021,670,290,308,19
理科,2021,669,309,329,21
理科,2021,668,330,345,16
理科,2021,667,346,369,24
理科,2021,666,370,390,21
理科,2021,665,391,416,26
理科,2021,664,417,445,29
理科,2021,663,446,479,34
理科,2021,662,480,510,31
理科,2021,661,511,544,34
理科,2021,660,545,568,24
理科,2021,659,569,603,35
理科,2021,658,604,639,36
理科,2021,657,640,685,46
理科,2021,656,686,727,42
理科,2021,655,728,771,44
理科,2021,654,772,811,40
理科,2021,653,812,848,37
理科,2021,652,849,900,52
理科,2021,651,901,948,48
理科,2021,650,949,1000,52
理科,2021,649,1001,1035,35
理科,2021,648,1036,1091,56
理科,2021,647,1092,1144,53
理科,2021,646,1145,1222,78
理科,2021,645,1223,1298,76
理科,2021,644,1299,1368,70
理科,2021,643,1369,1438,70
理科,2021,642,1439,1495,57
理科,2021,641,1496,1564,69
理科,2021,640,1565,1654,90
理科,2021,639,1655,1732,78
理科,2021,638,1733,1824,92
理科,2021,637,1825,1900,76
理科,2021,636,1901,1977,77
理科,2021,635,1978,2061,84
理科,2021,634,2062,2158,97
理科,2021,633,2159,2254,96
理科,2021,632,2255,2346,92
理科,2021,631,2347,2458,112
理科,2021,630,2459,2564,106
理科,2021,629,2565,2665,101
理科,2021,628,2666,2782,117
理科,2021,627,2783,2905,123
理科,2021,626,2906,3031,126
理科,2021,625,3032,3166,135
理科,2021,624,3167,3282,116
理科,2021,623,3283,3430,148
理科,2021,622,3431,3574,144
理科,2021,621,3575,3705,131
理科,2021,620,3706,3848,143
理科,2021,619,3849,3994,146
理科,2021,618,3995,4170,176
理科,2021,617,4171,4305,135
理科,2021,616,4306,4458,153
理科,2021,615,4459,4628,170
理科,2021,614,4629,4790,162
理科,2021,613,4791,4955,165
理科,2021,612,4956,5126,171
理科,2021,611,5127,5302,176
理科,2021,610,5303,5458,156
理科,2021,609,5459,5641,183
理科,2021,608,5642,5819,178
理科,2021,607,5820,6001,182
理科,2021,606,6002,6195,194
理科,2021,605,6196,6422,227
理科,2021,604,6423,6621,199
理科,2021,603,6622,6842,221
理科,2021,602,6843,7042,200
理科,2021,601,7043,7250,208
理科,2021,600,7251,7465,215
理科,2021,599,7466,7670,205
理科,2021,598,7671,7904,234
理科,2021,597,7905,8148,244
理科,2021,596,8149,8358,210
理科,2021,595,8359,8574,216
理科,2021,594,8575,8793,219
理科,2021,593,8794,9037,244
理科,2021,592,9038,9314,277
理科,2021,591,9315,9564,250
理科,2021,590,9565,9824,260
理科,2021,589,9825,10101,277
理科,2021,588,10102,10368,267
理科,2021,587,10369,10638,270
理科,2021,586,10639,10917,279
理科,2021,585,10918,11196,279
理科,2021,584,11197,11464,268
理科,2021,583,11465,11747,283
理科,2021,582,11748,12069,322
理科,2021,581,12070,12365,296
理科,2021,580,12366,12673,308
理科,2021,579,12674,13016,343
理科,2021,578,13017,13313,297
理科,2021,577,13314,13637,324
理科,2021,576,13638,13984,347
理科,2021,575,13985,14315,331
理科,2021,574,14316,14648,333
理科,2021,573,14649,15008,360
理科,2021,572,15009,15351,343
